timestamp,target,compiler,opt,variant,mode,threads,data_len,loop,time_s,data_bytes,throughput_MBps,throughput_MiBps,verify,checksum,binary,cflags
2026-05-20T03:26:32,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_table,cbc_encrypt_multi_buffer,1,1048576,20,0.435057,20971520,48.20,45.97,,391f66a7,multibuffer_table_O3_t1,compiled_on_host
2026-05-20T03:26:33,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_original,cbc_decrypt_parallel,1,1048576,20,0.580831,20971520,36.11,34.43,ok,a983a2ee,decrypt_parallel_original_O3_t1,compiled_on_host
2026-05-20T03:26:33,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_table,cbc_decrypt_parallel,1,1048576,20,0.491568,20971520,42.66,40.69,ok,a983a2ee,decrypt_parallel_table_O3_t1,compiled_on_host
2026-05-20T03:26:35,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_original,cbc_encrypt_multi_buffer,2,1048576,20,1.034556,41943040,40.54,38.66,,cbb2ec24,multibuffer_original_O3_t2,compiled_on_host
2026-05-20T03:26:36,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_table,cbc_encrypt_multi_buffer,2,1048576,20,0.969558,41943040,43.26,41.26,,cbb2ec24,multibuffer_table_O3_t2,compiled_on_host
2026-05-20T03:26:36,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_original,cbc_decrypt_parallel,2,1048576,20,0.648987,20971520,32.31,30.82,ok,a983a2ee,decrypt_parallel_original_O3_t2,compiled_on_host
2026-05-20T03:26:37,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_table,cbc_decrypt_parallel,2,1048576,20,0.537880,20971520,38.99,37.18,ok,a983a2ee,decrypt_parallel_table_O3_t2,compiled_on_host
2026-05-20T03:26:40,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_original,cbc_encrypt_multi_buffer,4,1048576,20,2.153444,83886080,38.95,37.15,,02f72479,multibuffer_original_O3_t4,compiled_on_host
2026-05-20T03:26:42,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_table,cbc_encrypt_multi_buffer,4,1048576,20,1.848322,83886080,45.39,43.28,,02f72479,multibuffer_table_O3_t4,compiled_on_host
2026-05-20T03:26:42,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_original,cbc_decrypt_parallel,4,1048576,20,0.662766,20971520,31.64,30.18,ok,a983a2ee,decrypt_parallel_original_O3_t4,compiled_on_host
2026-05-20T03:26:43,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_table,cbc_decrypt_parallel,4,1048576,20,0.562372,20971520,37.29,35.56,ok,a983a2ee,decrypt_parallel_table_O3_t4,compiled_on_host
2026-05-20T03:26:48,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_original,cbc_encrypt_multi_buffer,8,1048576,20,4.232757,167772160,39.64,37.80,,2f850ac2,multibuffer_original_O3_t8,compiled_on_host
2026-05-20T03:26:52,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_table,cbc_encrypt_multi_buffer,8,1048576,20,3.691684,167772160,45.45,43.34,,2f850ac2,multibuffer_table_O3_t8,compiled_on_host
2026-05-20T03:26:52,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_original,cbc_decrypt_parallel,8,1048576,20,0.693248,20971520,30.25,28.85,ok,a983a2ee,decrypt_parallel_original_O3_t8,compiled_on_host
2026-05-20T03:26:53,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_table,cbc_decrypt_parallel,8,1048576,20,0.618492,20971520,33.91,32.34,ok,a983a2ee,decrypt_parallel_table_O3_t8,compiled_on_host
